month,channel,comment
Jun,Bloomberg,"If a million workers are missing from the UK economy, why can't I find a job for 8 months?"
Jun,Bloomberg,An economy with 65 million people but no manufacturing industry will not function. The end.
Jun,Bloomberg,"How much money gets siphoned off into private pockets at the top, never to be recycled back into the economy at the bottom?"
Jun,Bloomberg,"Essentially, a country voted to impose economic sanctions on themselves, then a few years later we are wondering ""Why the UK's Economy Stopped Working""?"
Jun,Bloomberg,Trickle down economy that didn't trickle.
Jun,Bloomberg,"Let’s not forget that one of the biggest problems is the recirculation of wealth. The corporate system simply isn’t paying its workforce enough. There isn’t incentive for people to go to work, and for the vast majority of those that do, they don’t have enough disposable income to put back into the economy. And with so many industries looking to make staff cuts, this problem will only become more explosive, especially with the onslaught of AI replacements."
Jun,Bloomberg,"The only distinctly UK thing about the slowdown, as opposed to global macro, is that British industry had largely configured its structure and practices for optimal single market participation, and modifications have been costly, slow and often half hearted"
Jun,Bloomberg,"Austerity means a lack of investment, a lack of investment sees a lack of growth, a lack of growth means the economy stops working."
Jun,Bloomberg,"I remember in early 2000s when I was still living in the UK, people were losing jobs because companies moved their manufacturing jobs to China for cheap labor. 20 years later that backfired and affected the UK economy today."
Jun,Bloomberg,Might be time to abolish all those tax havens so that maybe some actual money might go back into the UK's economy
Jun,Bloomberg,imagine spending the cost to develop 2 new planes from scratch purely to buyback your own stock and then wondering why you're not able to compete anymore on technology
Jun,Bloomberg,"MBAs destroyed a lot of companies by not listening to engineers, customers or anyone else who knows more than numbers and stock prices!!"
Jun,Bloomberg,"Prop up Embraer, Work towards certifying Comac in western markets. Bring in Competition. This duopoly has made Boeing complacent"
Jun,Bloomberg,"Brazilians, it’s time to take over. Go Embraer take the Boeing Market."
Jun,Bloomberg,"Put Embraer into the market and incentive competition; no offense guys, but we (Brazilians) invented the airplanes and we are great at making them."
Jun,Bloomberg,"Market capitalization of Boeing (BA) Market cap: $111.91 Billion As of July 2024 Boeing has a market cap of $111.91 Billion. This makes Boeing the world's 139th most valuable company by market cap according to our data. The market capitalization, commonly called market cap, is the total market value of a publicly traded company's outstanding shares and is commonly used to measure how much a company is worth."
Jun,Wall Street Journal,"Get this guy a nap, a Red Bull a new hip and a blood transfusion"
Jun,Wall Street Journal,Airbus sheds $12 billion in market value after slashing guidance: https://on.wsj.com/3VZqogP
Jun,Wall Street Journal,"Omg, he's the guy from Air Crash Investigations. Basically my childhood right there for some reason"
Jun,Wall Street Journal,"watched aircrash investigations since I was young, but now that i'm a student pilot, it hits differently"
Jun,Wall Street Journal,John Cox is a legendary aviation investigator who has pinpointed and dissected a handful of crashes for decades. Pilots these days seem to be more tardy and reliant on fallible computers to fly which sometimes puts an aircraft in danger of crashing.
Jun,Wall Street Journal,The Legend from Air Crash Investigation
Jun,Wall Street Journal,Poor people don’t buy electric cars or solar panels. How do you figure they are bearing the brunt of taxes on these Chinese imports?
Jun,Wall Street Journal,Whatever happen to free market and capitalism huh America?
Jun,Wall Street Journal,"Why place in tariffs when the prices will fall into the hands of American consumers? Let’s face it, manufacturing will never come back to the US like it did before, but this was inevitable. What we would be better off doing is, instead of putting so many tariffs on Chinese goods, we should be investing in multiple other countries to develop an infrastructure and manufacturing base like China’s that can compete with Chinese manufacturing, such as India, Vietnam, and Indonesia. Tariffs should be applied much more selectively, especially when it comes to defense and infrastructure, and should be paired with domestic subsidies to encourage some of these jobs to come back to the US."
Jun,Wall Street Journal,"I feel like the US has been using the word ""subsidies"" super liberally when it comes to China. In the US, it's ok for state governments to offer huge tax cuts to lure companies in. But when China builds a highway to a poorer region to open up investment opportunities, the US would call it an ""unfair advantage""."
Jun,Wall Street Journal,"When a country becomes a developed economy it relies on services to grow its GDP which for US has been the way. Manufacturing from US is gone even China is pushing its manufacturing out of China this had happened since 2014 through stricts environmental laws, factories that moved out were makers of Jeans, lows end shoes even NIKE. China want to grow on high tech industries but for service industry it cannot compete with US, no matter how developed China becomes. I was happy to see the old relationship where US gets the good things and China gets paid in USD (toilet paper) then China uses that USD to buy government debt T bonds, which US governments uses to fight wars and builds its defense industries, China asks it best countries to list in US stocks thereby fueling the need for USD as an investment currency. Everything was working well. Now that US wants to be an enemy of China I wonder who will foot those huge debt bills of US? There is not other country in the world large enough to do so."
Jun,Wall Street Journal,I thought a few days ago that Chinese economy is collapsing and now this😭😭😭
Jun,Wall Street Journal,Tariffs should be the alternative to the federal income tax. Repeal the Sixteenth Amendment.
Jul,CNBC,"They should all retire at 70, if they want to continue advisory roles are a thing. How do you expect a 80 year old to understand the problems of the 30-45 year olds that run the economy?"
Jul,CNBC,"Across the whole economy, Boomers and Silents have been clinging to their jobs instead of retiring like their predecessors did. They like being in charge and don't want to let go. In politics, there are some other problems. Incumbents do better than new candidates, so parties run the same people over and over again until they decide to retire. Parties also discourage primarying sitting politicians, so you often don't have an opportunity to vote them out. Then there are only 2 viable parties, so you can't vote for the other side to get your old politician out because that would be worse than having an old politician."
Jul,CNBC,"This is why so many people are investing in home solar and battery backup systems and using the grid as a backup! Every year my energy bill goes up yet I use less energy, buy energy star rated appliances an run my home ac less despite record temperatures every year. Now that I have solar on my roof and multiple storage batteries in my garage I no longer rely on the grid and only use it as a backup."
Jul,CNBC,"Between bitcoin, EVs, and AI data centers: we absolutely do not have enough power for the future."
Jul,CNBC,"They reported a similar issue back in the day of Bitcoin mining. Oh wait, that's an existing issue."
Jul,CNBC,Definitely a wider adoption of nuclear energy and investing on nuclear fusion will help feed those data centers more efficiently having such technology comes at a high cost.
Jul,CNBC,I dont understand why these companies cant invest the money on their own power which will make them profit. Why do regular people have to pay for that?
Jul,CNBC,Most people are not aware that AI applications require data centers and high energy. Companies investing in AI are likely to face more energy and grid problems.
Jul,CNBC,It's time to innovate and invest in the power grid.
Jul,CNBC,"Very glad to see the true costs of data storage technologies associated with the cloud and AI being shared with the general public. Exponentially growing demand upon finite water resources will have permanent impacts in areas where data storage centers are built. We may not be able to stop demand for more data capacity, but better technologies will only be invested in if there is enough pressure from the public."
Jul,CNBC,"Bitcoin, currently a promising investment for the future, and with its recent surge in value and growing stability, offers attractive returns. However, a lack of understanding often deters potential investors."
Jul,CNBC,"So you mad because only China interested to actually invest in Indonesia for it Nickels, while the US and Europe only want the raw materials not the Investment?"
Jul,CNBC,"What a well paid propaganda by the west. I’m Indonesian and have met with so many local people that lives in the surrounding area of this nickel mining, smelter or factories and most of them are happy with the Chinese investment and the jobs they created."
Jul,CNBC,The West had the same chance to invest in Indonesia. They chose economic colonialism instead with WTO. Indonesia will not fall for that again.
Jul,CNBC,"Why mainstream media never investigates if the crude oil drilled by Exxon, BP & Shell is ethically sourced?"
Jul,CNBC,"Indonesia : I want you Guys to take part in building our nickel industry China : Okay I will invest huge $$$ to build processing plants. European Union : Nope!!! We don't wanna take part. You have to export your nickel ore in raw form. If you do not comply, we will bring this case to WTO. Indonesia : Whatever, EU .... I don't give a F. Okay China, I welcome you to join in. EU : ""China took over Indo nickel industry"" Indonesia : Hypocrisy runs so heavily in your blood, doesn't it? Not even a century has passed, and you already try to colonize me AGAIN?"
Jul,CNBC,"Back then the Indonesian Government invited the world to invest in the smelting/refining industry in Indonesia. But only China and S Korean companies responded... Today the west are on the bitter side. wkwkwk.... Not only Nickel, Indonesia also big on Manganese, Cobalt, Copper, and Tin... and coal."
Jul,CNBC,"When western lose their market, they always looking the dark side their opponent. Same with palm oil black campaign causing deforestation, while they never mention their vegetable oil industries even worse than palm oil. When western have advantage from indonesia nickel ore, they keep silent. But when indonesia ban nickel ore, suddenly they talking environment. When western talking about clean nickel. Indonesia ask them to come to indonesia to invest and make clean nickel here. Please tell us how to make clean nickel. But what happen? No,,, they would not come. Indonesia never planning to make china dominant here in nickel smelter industries. The problem is western don't want come here. They, the western is looser who just keep yelling when they are loose their money in international competition. CNBC should mention this. Western nickel mining and processing is out of date a decade, compare to chinese. That is why they always looking the dark side. NO ONE OF MINING I THIS ENTIRE WORLD IS ENVIRONMENTAL FRIENDLY, EVEN IN WESTERN COUNTRIES."
Jul,CNBC,"So sad watching this on CNBC The truth is Indonesia open for investment for every country, tbh Indonesia desperate for it (investment for together handling nickel). China so fast dip in to it, with Indonesia agreement & rules, but western want other ways. Now their crying cause China dominating Indonesia Nickle. . . 😮 Another example, Indonesia government come to the point looks like salesman (I'm seriously) even president & ministry meet Elon Musk begging for their Investment in Indonesia. But Elon Musk chose to not (strangely) And now their complaining China dominating Indonesia nickle 😮 & now they banging Indonesia, with classic environment propaganda. It's all about regional power. Cause world predict nickel is future, and it can bring Indonesia to be as strong as oil producer countries."
Jul,CNBC,"Sulawesi and eastern part of Indonesia now is one of the highest GDP increased in the region. CNBC is unfairly interviewing people who only don't want to change their life to a better one... In fact, the government had encouraged Tesla to come earlier before the Chinese, look what happened now to see Chinese EV surpasses Tesla dominance in the world market. First Come First Serve dude..😂"
Jul,CNBC,Nothing's preventing western companies to build sustsinable and environmentally friendly nickel processing plant in Indonesia. It's only China who's willing to invest 🤔
Jul,CNBC,"This happened because western countries did not want to comply with the terms of Indonesian nickel cooperation😂 Most of the Indonesian resources is taken out of the country, and the profits for the country itself are smaller. This is detrimental to their country and only benefits other countries. This is why the Indonesian government made terms that investor who want nickel from Indonesia, create their companies there. This could open up job vacancies and advance Indonesia's economy and technology. Luckily, China is willing to comply with these terms and western countries only blame Indonesia for this Also, sorry for my english, im still learning"
Jul,CNBC,Americans complaining about China dominating markets 😂😂😂😂 One rule for US and one rule for the rest of the world 😂😂😂
Jul,CNBC,Indonesia the Saudi Arabia of nickel.Nickel is becoming the new oil for electric cars.China agreed to build smelters in Indonesia while the US refuses to do it fearing making Indonesia a new economic power that will challenge the US.This is the real reason the US is reluctant to invest in Indonesia.But the US will gladly sell Indonesia second hand weapons that the US is phasing out at rediculous price and claim its good weapons 😂
Jul,CNBC,Indonesia creating downstream policy for mineral ores EU & US: challenging and trying to crush this policy China and other asian countries: Investing in Indonesia to build smelter That's how indonesian mining industry have closer ties with china and other asian countries
Jul,CNBC,"Only looking from one side so that they suspect one party. Indonesia wants its nickel industry to have added value. It is not only Europe and America that can advance their industries. Europe and America have been invited to invest in Indonesia's nickel industry. Now the companies that will and have invested are China, Korea, Japan, Canada and France. You're just accusing."
Jul,CNBC,Paris was already spending a fortune improving its transportation infrastructure when they won the bid anyway. Reason: Paris is heavily investing in improving Paris Metro and RER regional rail and building out a tram system to reduce the city's over-dependence on automobiles (a problem that existed in the city even _before_ World War II!). That plus plentiful existing facilities meant the costs was low.
Jul,CNBC,"Looks like the 2028 LA Summer Olympics will take advantage of the plentiful existing sports venues within the county. Hopefully, we'll actually make money hosting the Olympics as we did in 1984. Plus we have the local population to take advantage of much of the infrastructure investments post Olympics."
Jul,Bloomberg,"It will fail because the focus is on investors, not the sport"
Jul,Bloomberg,"Also just saw the end of the video. If you think that womens soccer would have done better without the male brands supporting them you are sorely mistaken. There would not have been anything close to what we see today without this investment and infrastructure from the men's side. The truth is that women dont buy, support or play enough to maintain a team at the level that women like Jessica would want in theory. The US is a very rear exception and even still the most valuable NWSL team is worth less than half of what the least valuable MLS team is worth."
Jul,Bloomberg,My high school team can easily beat this teams. who the F is watching this. just hyped by investors like bitcoin
Jul,Wall Street Journal,Watch the full Tesla autopilot video investigation here: https://on.wsj.com/4dhfcm1
Jul,Wall Street Journal,"2:54 ""we can see a constant stream of information from the Tesla's radar"" 🤣, tells u all u need to know about this ""investigation""."
Jul,Wall Street Journal,"Watching the video, I can understand why the car crashed, it was very hard to see in those lighting conditions. One would think that you can't rely solely on video cameras to have safe autonomous driving, but Tesla's CEO convinced himself, his employee's, investors, and customers that all you need are cameras since that how humans see..."
Aug,CNBC,Don’t build homes around me don’t build data centers around me don’t build factories around me… hay why isn’t my local economy growing 😂
Aug,CNBC,"Warren Buffett once said to treat investing in securities like real estate—you don't constantly check for gains. So, the recent bitcoin price drop doesn't bother me. I keep dollar-cost averaging and adding to my position, and I'm up 200% year-to-date because of this strategy."
Aug,CNBC,"I feel investors should be focusing on under-the-radar stocks, and considering the current rollercoaster nature of the stock market, Because 35% of my $270k portfolio comprises of plummeting stocks which were once revered and i don't know where to go here out of devastation."
Aug,CNBC,"I think it's time to make it more appealing for potential buyers. Real estate can be quite the rollercoaster! the stress and uncertainty are getting to me. I think I'll cut rents to attract potential buyers and exit the market, but I'm at a crossroads if to allocate the entire $680k liquidity value to my stock portfolio."
Aug,CNBC,specswriter AI fixes this. Data centers: hot real estate investments.
Aug,CNBC,"I am at the beginning of my ""investment journey"", planning to put 85K into dividend stocks so that I will be making up to 30% per year in dividend returns. Any advice?"
Aug,CNBC,"1. Dominion being the only power provider in NoVA is a problem, get the DOJ involved and break them up. 2. Data Center need to be built away from residential area, but when building them seek to build downward, they look like giant block monoliths and not appealing. 3. Over time ARM chipsets/CPU will run these Data Centers, and Nvidia/Intel will need it invest in ARM designs for small and power efficient processor to drastically reduce power consumption cost. 4. AI will run these Data Centers efficiently, so these Data Center center don’t news are create jobs, so again no need for these blocks of concrete to be near residential areas. 5. These Data Center companies should consider utilizing nearby mining holes to build their Data Center on. 6. These are my 5 cents."
Aug,CNBC,People who fight data centers are the same ones sitting at home “working” all day. Same ones streaming Netflix all day. The growth rate of these facilities is absolutely exponential and providing all the tax funding for Loudoun county.
Aug,CNBC,"I'm hoping there will be a housing crisis so I can buy cheaply when I sell a few houses in 2025. As a backup plan, I've been thinking about purchasing stocks. What advice do you have for choosing the best buying time? On the one hand, I continue to read and see trading earnings of over $500k each week. On the other side, I keep hearing that the market is out of control and experiencing a dead cat bounce. Why does this happen?"
Aug,CNBC,"Data centers are definitely hot right now, but it's interesting to see the rising opposition to their development in certain areas. The focus on proximity to power grids highlights a major constraint, and the growing pushback from communities shows there's more to consider than just the financial upside. This makes me think about alternative real estate opportunities that offer both stability and growth without environmental or social backlash. Take, for example, investing in Turkish real estate. Turkey offers a unique blend of booming markets, strategic location, and affordable entry points. With initiatives like the Turkish Citizenship by Investment program, real estate there offers not just high ROI but also a fast track to global mobility. Plus, you're investing in assets that enhance community development rather than face opposition. Perhaps it's time to explore opportunities that balance financial growth with positive community impact?"
Aug,CNBC,"I've been an investor in Apple because I strongly believe in the company. I've always believed in the stock, but now I don't know whether to re-distribute my portfolio and put some money in Nvidia. especially now that we are experiencing a market correction.."
Aug,CNBC,AI in investment is now a fun flash game changer for future endurance in tech and droid curses.
Aug,CNBC,"The definition of a monopoly is bound by pricing. Not market power or market share. The question on which all probes rely is, ""does this lead to increased cost for consumers?"". And since they don't, the govt. will probably lose in court."
Aug,CNBC,Let the market sort itself out
Aug,CNBC,Alphabet is the investor not just and investor but investor ownership and co-founder of AI original Tech conglomerate companies worldwide regulated investment ownership companies
Aug,CNBC,"Are any AI companies actually profitable? Don’t they lose millions of dollars per cycle? Their’s rumors that Open AI (the company that started this hype train) is reportedly 5 BILLION dollars in debt and headed towards bankruptcy in a year. How are these companies staying afloat, and considering the cost needed to simply maintain let alone train these models; how are companies ever going to get the average consumer to care about generative AI and make profits? It feels like their racing to a future that the majority of the working world doesn’t care about, doesn’t know about, and aren’t ready for. This seems like it will lead to an eventual collapse like Bitcoin and NFT’s. You can’t push change onto people."
Aug,CNBC,They been giving him crypto
Aug,CNBC,"Let’s ban fracking, wait no let’s not, wait let’s ban fracking, wait let’s not. We know exactly what the purpose of this story is and it isn’t because of Bitcoin😂"
Aug,CNBC,Destroy bitcoin buy back cheap 😂
Aug,CNBC,"I knew bitcoin was a scam and now that donny boy is all in on bitcoin I can confirm %10,000 that it is indeed a scam 😂"
Aug,CNBC,"If China is into bitcoin and crypto, America too ought to be into it. It just need a little more regulation. Trump 2024 all the way 🙌🏽🙌🏽"
Aug,CNBC,Listen to what Trump says about crypto and it’s obvious he knows nothing about it.
Aug,CNBC,.... and yet he still doesn't understand bitcoin!!! 🫤
Aug,CNBC,"Shows that they could have done these deals the whole time, but took advantage of market conditions after covid to ""supercharge"" profits. This is why anti price gouging legislation is crucial. The second their data sees consumers pulling back on spending, they adjust their prices to give their customers a ""deal"". But actually they're just taking slightly less advantage to ensure their performance matches investor expectations. Businesses will always maximize profits, which is expected. But during unprecedented global events, taking maximum advantage of your customers should leave a bad taste in anyone's mouth, no pun intended."
Aug,CNBC,In-n-out has always paid well and also able to keep prices low. Stay out of the stock market and chase profits x QT.
Aug,CNBC,"Yeah, not only did price, deals and such go up. Quality went down, kitchens understaffed when Ubereats and other apps did partner deals with Wingstop. Mom and pop wing spots, that may or may not be around or near you are way better. Country or hood catfish, chicken spots are way better and consistent. In short, Wingstop fell off. Shareholders and PE firms love it though."
Aug,CNBC,"And we know restaurant quality only improves when Wall St gets involved. We all know investor's motto, ""quality over profits""... 4:05 is what it's all about."
Aug,CNBC,Looks like a great stock to SHORT.
Aug,CNBC,"Is the stock market actually getting better or is this the regular end of year market manipulation to entice new investors, I'm currently sitting on an inheritance of 300k and i'm wondering do I invest in stocks or Gold?"
Aug,CNBC,I will own one when my investments hit. Love the lemon pepper tenders and cheese fries !
Aug,Bloomberg,Great summary of why NVIDIA is so up and down in the market these days.
Aug,Bloomberg,Paid 2K for a 3090 in the crypto frenzy
Aug,Bloomberg,"Nvidia is a major tech company with a market capitalization that has surpassed $1-4 trillion, making it one of the most valuable companies globally. The U.S. government and other institutions may invest significantly in Nvidia, but this doesn’t imply direct ownership or control over the company’s finances. Nvidia’s cutting-edge technology is often restricted from sale to certain countries due to security concerns, with the most advanced technologies being reserved for specialized applications. For the public, Nvidia provides high-performance GPUs like the RTX 4090, though the very latest technologies are typically not available for general consumer purchase. Bet CIA, NSA, Department of Defense have super super super advance graphics cards."
Aug,Bloomberg,"I counter point not mentioned in this video is that people are increasingly playing older games for longer. People are still paying Skyrim and World of Warcraft and a bazillon other games that came out originally in the 2000s and early 2010s. I think after a certain point there are diminishing returns to 3D graphics. Given people have only a finite amount of time, and populations in developed markets aren't growing much anymore, one would expect this trend to increasing eat in to demand for next-gen games and new game sales."
Aug,Bloomberg,"It’s not just about the hardware that’s driving machine learning, it’s the software tools developed by Nvidia and all the open source software that supports it. Nvidia cornered the market but building Cuda, and with so much machine learning reliant on and written for Cuda, no one has a hope of catching up. AMD could come out with the best hardware tomorrow, but being unable to utilise Cuda, it’ll never take off. Now, if they could just write a reliable Linux driver….. 😂"
Aug,Bloomberg,Nvidia founder sold his stock before announcement of August earnings and made a killing. It is also possible that sales are artificially boosted by insiders of the company .
Aug,Bloomberg,Carry traders in Iceland lost everything in 2008 crash. They borrowed from Japan and invested in ICeland. and then Iceland crashed famously and these investors lost everything............ moral of the story. This investement is far from safe.
Aug,Bloomberg,"This video overlooks one important point. Due to the ongoing inflation in recent years, the prices of essential goods (mainly food) have been soaring in Japan, making life difficult. The Bank of Japan is responsible for the stability of domestic prices, not for the stability of investors' wallets. [Edit] It goes without saying, but the fact that inflation is worse in other countries does not negate the hardships caused by inflation in Japan. The Engel coefficient in Japan has reached its highest level in 42 years, leaving no doubt that the lives of the people are becoming increasingly difficult."
Aug,Bloomberg,"It was just a matter of time that they would raise the interest rate again. Anyone who thought otherwise clearly doesn't understand Japan's economic situation. And of course it would shake the markets, Japan is the fourth largest economy."
Aug,Bloomberg,Using credit cards for investments is wild to me.
Aug,Bloomberg,Fear and uncertainty create major wealth. It's those who take the risk and have strong gut to endure the bloody days. When i notice extreme dips i tend to actually move more money to crypto
Aug,Bloomberg,Speculation is not investment
Aug,Bloomberg,"So interest rates have been low in Japan because of a slugging economy, doesn't that admit that the government is in full control of interest rates? Because i don't think the market would keep interest rates low when japans debt to gdp ratio is over 250%"
Aug,Bloomberg,Stock markets need to end. Pointless waste of resources.
Aug,Bloomberg,"mainland chinese ""investments"" absoolutely ruined my country's beautiful Sihanoukville beach province with a skyline of empty unfinished casinos and money laundering crime"
Aug,Bloomberg,Everytime the US controls Afghanistan the drug market moves there. When the Taliban has control the drug market goes back to South East Asia.
Aug,Bloomberg,"I just can’t believe there’s that many people who won’t at least casually look up probability and statistics to convince themselves that they have no chance of ever winning consistently in the long run. And then when you realize that the companies they’re giving money to provide absolutely nothing to them in return, but rather just create ever more devious ways to fleece them of their earnings, it just becomes downright sad and twisted. Our culture just keeps finding ways to sink lower and lower. If you wanna gamble, gamble, but it should be done how it’s always been done: quietly and discreetly, or in designated venues, to minimize its destructive and pervasive influence. Our culture should absolutely not be hi-fiving sharks and bookies in the spotlight like this for all the world to see; it’s despicable."
Aug,Bloomberg,The question is “who’s regulating this industry?” The answer is NOBODY! Much like Wall Street and trading has the SEC sports wagering needs an agency to regulate and investigate the sports betting industry. Because when it comes to money there is no fairness or honesty. Ever. I’m on the Knicks +8.5 today 😎
Aug,Bloomberg,"Super interesting topic. Personally I did quite a bit of sports betting when I was a teen through esports. Counterstrike had and still has a whole market of virtual skins which can be gambled, and allowed for kids to access gambling readily. Ever since I haven’t touched betting, it was quite addictive so I’m glad I learned my lesson when I didn’t have much money 🤣"
Aug,Bloomberg,"A Decade???? Lady, the Argentine Economy has been a basket case for *MANY DECADE!!!*"
Aug,Bloomberg,"why did this video seem to conclude that ""whether he gets reelected"" determines if it paid off? that's NOT the measure, the video didnt mention any real details about how the economy is doing or what teh signs of it improving would be"
Aug,Bloomberg,"Milei: fixing the economy is going to require some pain before it gets better, we know this ahead of time *Pain happens Everyone: <very surprised>"
Aug,Bloomberg,"Jesus, it takes years to fix a economy. Give him some time."
Aug,Bloomberg,"The ""Radical Plan"" of government spending within its means?!? Sounds like common sense to me. Some stats for those who want to deliberate facts not politics... right now the US federal government is ~25% of GDP. 100 years ago it was 6-8% of GDP. Government is currently ~4x bigger and growing. Is there actually any value to it? Also, during the time that government was 6% of GDP, the USA went from being a small economic backwater in the mid 19th century to being the most economically successful nation in history by the early 20th century. After FDR's radical expansion of the role of government, it has been declining as a share of global GDP since the 1950's. Now, correlation doesn't equal causality, but somehow the USA became the most successful nation on earth with a government 1/4 the size of today. So, my question again is.... is there actually any value to it? I'm fascinated to see what happens in Argentina. Couldn't be much worse than the last 50 years which slowly destroyed an economy which had a top 10 global GDP Per Capita. Now, again correlation doesn't equal causality, but Argentina's historical economic success started unravelling around the same time excessive government spending started in the 1970's. Now, 8 months is such a short space of time to evaluate outcomes. My view is that within the next 5 years Argentina will be on a much better track to offer prosperity to its people and economic success, if they stay the course. I suspect the world is about to re-learn a lesson about the benefits of a smaller, more efficient government. Yes, this will come with more personal responsibility, but what more can anyone ask for but to have the freedom to stand on their own two feet?"
Aug,Bloomberg,"Milei's work will give pain for a short term, but this will make foreign companies invest again in argentina with proper price not that discounted like before. Hope for success of argentina from south korea now dealing with martial law."
Aug,Bloomberg,"It is crucial to recognize the distinction between theoretical economists and those with practical experience in managing a country's economy. While many economists gain recognition for their theories, models, or writings, this acclaim does not necessarily translate into effective policy implementation. The new president of Argentina may be considered a ""great economist"" due to their academic credentials and theoretical contributions, but the complexities of the economy require more than just theoretical knowledge. Effective economic management demands practical experience, adaptability to unforeseen challenges, and a comprehensive understanding of the local context. Furthermore, significant economic reforms often require more than one administration to implement effectively, especially in a country like Argentina, which has faced chronic economic issues. While a president can initiate change, the true impact of their policies depends on broader systemic factors, institutional support, and public buy-in. This highlights the gap that often exists between economic theory and real-world application, particularly in the political sphere."
Aug,Bloomberg,"Economically, eight months is nothing. An economy is a complex system. It will be years before the effects are known."
Aug,Bloomberg,Once people see how expensive the electricity and other services are they won't use them like an open faucet. Hopefully the most destitute are being taken care of during the transition towards a sustainable economy.
Aug,Wall Street Journal,USD$50.000 is considered a cheap bullet? Man...the defense industry is so far from normal life. In Argentina you can buy a Toyota Hilux 4X4 2024 with that money
Aug,Wall Street Journal,TIL: Inconvenience is good for the economy
Sep,CNBC,"The economy is grappling with uncertainties, global fluctuations, and pandemic aftermath, causing instability. Rising inflation, sluggish growth, and trade disruptions need urgent attention from all sectors to restore stability and stimulate growth."
Sep,CNBC,"A major factor behind these massive layoffs is the greed of CEOs and investors. For example, Google (and YouTube) experienced sales growth from the pandemic until now, but they still laid off employees to increase profits by cutting costs."
Sep,CNBC,"This last week I heard about a Sr Director let go with a good severance package. This Sr Director person had an engineering degree from a reputed university and an MBA as well. A steady growth was this persons characteristic. And was a mentor to a bunch of people. Guess what, last week the person was gone…sorry for all caps.. IT DOESNT MATTER A BIT OF WHO YOU ARE AND THE DEGREE YOU HOLD, ALL THAT MATTERS IS THE COMPANY’s QUARTERLY PERFORMANCE. Focus on yourself and your health.. that’s your investment"
Sep,CNBC,"I really hate the narrative that because unemployment is so low things are good. I lost my job in a tech company and I'm technically not unemployed now, but would consider myself ""under-employed"" as I'm working at a local coffee shop and can't get another job after 100s of applications anywhere else. Amazing advice in this video too, ""Find your own job!"" Wow! I didn't even think to try that! I also think a lot of tech workers who were laid off can't even apply for unemployment because of the serverance payments and thus aren't being counted in some of these numbers. It makes me so angry that stocks for these companies are rising and CEOs are getting even richer when it feels like the hunger games out here for even one job with barely a living wage. I think discussions like this miss the entire point. It didn't even technically answer the question of where the people being laid off are going... It's not like we're all going into AI and moving to Canada..."
Sep,CNBC,We really need to extend empathy to those who are struggling. There's so many who just insult them. It's a difficult job market.
Sep,CNBC,Replacing human workers with AI just stagnates the economy even worse. That's less people earning and spending money which stimulates economic growth. If less Americans are working and spending money then it's just going to freeze the economy up. Corporations will be replacing workers with AI for no reason once they realize none of their consumers have money to buy their products anymore lol. Not a very bright marketing/advertising approach.
Sep,CNBC,"I’m a 63 year old software developer and cloud engineer and was told that one person from my team would be laid off at the end of this month. When i started at this job five years ago, there were 11 of us. Now there’s 3. They said one would be gone this month and the other 2 will likely be laid off in March 2025. This all started with a change in executive leadership a few months ago. I’ve been laid off through no fault of my own five times since 2001. It really got much harder to find a new job after 50 so i can only imagine what I’ll face trying to find a job. Economy is in the toilet. My son is a project manager for a Home improvement company in a very wealthy area and he’s worried about his job because business has basically dried up."
Sep,CNBC,US Work History and Future outlook: 1. Only dad worked a full time job 2. Dad and mom work full time 3. Dad works 2 jobs and mom works full time 4. 20 years into the future: Both parents work 2 jobs 5. 50 year into the future: Both parents work 2 job and teenagers work full time to support their families instead of having spending money 6. 100 years into the future: People finally had enough and there will be a revolution causing a major change how the US economy works.
Sep,CNBC,"Don't get fooled, not a single software developer was replaced by ""AI"" this is a stock manipulation happening in real time."
Sep,CNBC,"Everyone is dispensible, never take your job for granted. Always have a plan B. Tech companies come and they go. Everything is a cycle in the economy."
Sep,CNBC,"Laid off is an easy most convenient way for the executives , board members and investors to pocket, double, triple their income and profits."
Sep,CNBC,Crash! Crash! Recession! Inflation! It’s getting depressing. I have about $100k in emergency fund and I have been seeing good news about the stock market and would like to gain from that since I can’t let my savings be corroded by inflation. What stocks should I into as a newbie to safely grow my money.
Sep,CNBC,So they can't rent a place for themselves and need investments for that... 😂Women power 🎉
Sep,CNBC,This is great. Networking is necessary in the cutting edge economy. San Francisco is a great town and the future of tech.
Sep,CNBC,"""When the U.S. sneezes, emerging markets catch a cold"" totally agree on that. In stock market Powell's speech is very expensive"
Sep,CNBC,"Unless you believed the inaccurate fed govt job reports, you know the job market slowed down 3Q23!"
Sep,CNBC,"I know for a fact the moment I jump in on their stocks, it’ll start dipping"
Sep,CNBC,Bought at IPO (sub 40 dollar). My best stock pick ever. I saw the vision with lines out the door even here in central texas back in 2022/23
Sep,CNBC,"I've been an investor in Apple, gold, housing market as well because I strongly believe in them, I've always believed in the stock but now I don't know if to re-distribute my portfolio and put some money in Nvidia or Tesla especially now that we are experiencing a market correction"
Sep,CNBC,"Each restaurant is valued at 43 million 😂 this is how Wall Street scums investors, take all the money you can and then file for bankruptcy."
Sep,CNBC,investors have invested in cava so that is why they love cava. why else would they be called investors then? as if health food can be cheaper that junk food in a capitalist system
